사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-11,경강선,240,이매,9,0,632,21,"1,466",815,"4,706","1,536","3,755","2,980","1,878","1,528","1,465",855,"1,317",825,"1,338","1,019","1,128","1,127","1,259","1,097","1,581","1,211","1,754","1,556","2,210","2,438","2,485","2,915","1,241","2,331","1,050","1,194","1,025","1,111",943,801,416,394,12,132,0,0,0,0,0,0
2021-11,경강선,241,삼동,3,0,"1,194",169,"3,618","1,059","11,459","2,569","13,280","2,307","6,638","1,051","3,852","1,001","2,582","1,228","2,611","1,505","2,381","1,658","2,011","2,137","1,901","2,627","2,331","3,810","3,350","5,817","3,201","8,929","1,287","8,091",852,"4,729",604,"3,963",373,"3,161",100,"1,326",2,41,0,0,0,0,0,0
2021-11,경강선,242,경기광주,0,0,"2,295",311,"12,717","2,222","36,556","5,124","38,124","9,882","18,695","4,697","12,021","3,858","10,262","4,733","9,944","5,519","8,676","6,362","7,437","7,159","7,259","8,889","8,889","12,427","10,780","18,360","9,308","33,343","4,196","27,930","2,826","15,288","2,327","12,459","1,345","7,763",450,"5,835",1,43,0,0,0,0,0,0
2021-11,경강선,243,초월,0,0,"1,296",133,"5,363","1,346","13,282","4,120","14,693","5,611","7,295","2,061","4,279","1,978","4,083","2,023","3,946","2,248","3,551","2,630","3,324","2,788","3,336","3,469","5,061","4,493","5,977","5,993","5,282","11,949","2,278","9,266","1,516","7,897","1,022","4,830",526,"4,563",232,"3,520",5,11,0,0,0,0,0,0
2021-11,경강선,244,곤지암,2,0,690,156,"1,988","1,763","6,613","5,579","6,178","6,892","4,094","4,176","3,062","3,327","3,245","3,057","3,443","3,341","3,639","3,120","3,637","2,820","4,454","3,035","5,891","3,576","8,320","4,791","7,376","5,820","2,856","5,866","1,778","3,308",917,"3,251",442,"2,013",200,"1,689",1,0,0,0,0,0,0,0
2021-11,경강선,245,신둔도예촌,3,0,534,120,"2,121",429,"5,807","2,324","4,352","3,695","2,594","2,052","2,178","1,168","1,871","1,502","2,413","1,825","2,020","1,509","1,825","1,557","2,014","1,847","3,613","2,230","4,983","3,238","3,417","3,921","1,254","4,064",951,"2,606",804,"2,454",258,"1,825",94,"1,291",0,0,0,0,0,0,0,0
2021-11,경강선,246,이천,5,1,758,15,"2,472","1,158","7,419","5,556","6,066","7,962","4,909","4,485","4,320","3,086","4,058","4,022","3,962","3,691","4,024","4,056","4,049","3,789","4,343","4,202","6,247","4,970","6,245","6,123","7,651","8,065","3,767","6,279","2,699","5,168","2,422","2,968","1,170","3,686",401,"1,677",2,559,0,0,0,0,0,0
2021-11,경강선,247,부발,2,0,752,10,"2,422","1,497","5,111","5,351","4,696","6,613","3,311","2,412","2,820","1,787","2,674","2,087","3,084","2,010","2,962","2,182","2,709","1,988","3,232","2,159","4,432","2,856","7,615","4,013","6,562","4,455","2,801","5,297","2,197","3,700","1,346","3,001",788,"2,867",304,"2,156",2,"1,156",0,0,0,0,0,0
2021-11,경강선,248,세종대왕릉,3,0,236,15,612,90,"1,008",661,802,625,672,545,634,526,463,690,494,568,532,441,504,623,654,550,721,586,890,673,820,759,275,917,120,405,106,497,32,214,10,257,1,83,0,0,0,0,0,0
2021-11,경강선,249,여주,18,0,"1,055",5,"2,970",652,"4,941","3,352","5,430","6,291","3,708","6,389","3,807","3,351","3,920","3,958","4,746","4,575","4,866","3,695","4,768","3,401","6,223","3,249","7,709","4,807","7,264","4,571","3,957","5,229","2,856","6,776","1,811","4,601","1,213","2,590",570,"2,640",176,"2,345",5,986,0,0,0,0,0,0
2021-11,5호선,386,방화,9,0,"4,489",3,"10,347","3,476","27,095","5,083","25,127","13,923","13,600","7,360","10,511","5,860","9,641","6,074","11,123","7,279","10,321","7,798","9,064","7,830","8,647","9,005","10,417","11,131","10,361","12,933","10,647","20,650","4,519","19,036","3,298","11,671","2,398","9,765","1,742","9,527",579,"5,633",3,"1,142",0,0,0,0,0,0
2021-11,5호선,387,개화산,0,0,"3,883",214,"7,361","3,488","21,814","6,117","19,934","12,638","10,276","6,043","7,560","5,013","7,123","5,242","7,492","5,987","7,844","5,948","6,843","6,429","6,881","7,163","8,043","8,342","10,584","10,542","11,326","16,265","5,048","14,483","3,351","8,554","2,498","7,798","2,097","7,035",520,"4,595",4,907,0,0,0,0,0,0
2021-11,5호선,388,김포공항,1,0,415,"2,156","1,806","8,943","4,923","14,966","7,998","17,812","8,247","12,312","8,207","10,697","9,971","13,875","10,800","15,621","13,105","15,593","14,825","14,046","16,204","14,477","15,682","15,143","22,145","16,279","25,830","15,237","16,760","9,794","14,529","3,982","14,632","2,108","11,792","1,291","2,457",935,27,146,0,0,0,0,0,0
2021-11,5호선,389,송정,30,0,"3,700","1,416","7,864","4,350","20,074","7,039","22,105","13,188","13,604","8,424","10,373","7,099","9,306","7,003","9,614","8,166","9,367","8,182","9,244","8,407","10,184","9,174","10,835","11,315","12,598","13,360","13,216","18,680","6,899","15,361","5,232","9,729","4,323","8,227","3,651","7,943","1,473","5,121",32,451,0,1,0,0,0,0
2021-11,5호선,390,마곡,2,0,"2,250","1,579","7,229","5,363","24,106","12,281","23,694","48,700","12,567","31,881","10,590","13,135","10,534","10,290","10,838","11,251","11,829","11,712","12,422","11,460","14,845","10,714","19,315","13,052","29,108","16,016","41,498","24,996","15,985","18,604","10,945","10,177","9,201","8,224","6,569","7,892","2,140","4,968",15,598,0,0,0,0,0,0
2021-11,5호선,391,발산,5,0,"3,056","2,348","8,284","12,978","26,275","33,477","27,746","108,543","16,997","58,621","17,358","29,624","20,186","25,941","23,442","26,951","25,514","29,727","29,153","25,648","34,330","25,383","43,187","26,893","61,248","33,178","84,064","48,578","36,877","33,973","28,162","17,058","28,621","13,228","24,217","11,774","7,789","6,494",70,904,0,0,0,0,0,0
2021-11,5호선,392,우장산,0,0,"6,405",747,"19,890","4,150","54,792","13,954","58,710","22,988","29,314","14,305","21,711","12,350","21,195","12,779","22,566","14,123","20,396","17,413","18,554","18,301","21,319","21,260","23,314","25,917","23,111","33,077","18,809","51,894","11,043","42,367","7,906","24,046","6,678","20,609","5,616","20,809","1,313","11,952",17,"1,203",0,0,0,0,0,0
2021-11,5호선,393,화곡,178,0,"21,681","1,399","38,557","10,561","111,400","14,123","147,266","27,876","68,717","21,338","42,193","16,781","37,296","19,554","38,335","22,232","35,603","25,031","31,020","28,775","30,285","34,018","34,830","47,609","36,011","64,772","35,658","119,142","20,802","88,309","14,392","52,497","12,539","46,475","9,134","41,289","3,229","26,311",9,"2,567",0,0,1,0,0,0
2021-11,5호선,394,까치산,188,0,"23,427","1,624","41,199","9,020","121,494","10,374","155,644","20,394","75,339","18,290","43,326","18,033","37,767","20,300","39,959","24,119","37,146","26,385","31,885","30,510","29,223","40,740","31,985","51,344","32,162","68,764","31,297","122,827","18,515","98,079","13,535","58,065","11,364","52,654","9,243","45,815","3,831","29,679",21,"2,543",0,0,0,0,0,0
2021-11,5호선,395,신정(은행정),98,0,"11,577",720,"21,989","3,725","64,341","6,577","81,102","13,880","36,505","9,145","19,037","7,178","15,708","7,327","15,892","8,958","15,384","10,351","12,352","11,557","11,592","16,070","13,557","19,695","15,688","29,148","15,693","47,237","7,584","37,536","5,088","21,827","4,465","19,560","3,706","19,579","1,145","12,001",1,249,0,0,0,0,0,0
2021-11,5호선,396,목동,5,0,"7,934","1,068","19,544","6,217","56,288","12,950","73,113","27,505","32,970","20,836","22,993","14,939","21,498","14,356","21,482","16,439","20,987","19,804","20,038","20,353","20,025","22,999","22,273","30,934","26,737","43,566","29,018","78,354","15,406","54,478","12,603","29,510","11,389","26,764","11,273","23,239","3,289","14,678",1,272,0,0,0,0,0,0
2021-11,5호선,397,오목교(목동운동장앞),4,0,"4,042","1,618","13,823","8,304","46,551","26,386","58,356","71,880","28,227","53,764","21,119","29,884","22,600","28,045","26,244","29,835","26,740","31,019","27,099","30,550","30,307","29,591","37,184","38,253","47,590","51,266","68,475","75,744","35,347","48,486","35,814","23,873","27,986","22,641","23,965","19,156","6,169","11,777",1,205,0,0,0,0,0,0
2021-11,5호선,398,양평,1,0,"1,966",647,"5,998","2,614","23,164","8,773","28,757","39,595","11,604","14,222","7,303","5,808","6,668","4,788","7,313","5,731","7,496","6,023","6,896","5,939","7,357","6,500","8,216","7,982","15,383","12,185","32,668","22,281","8,741","15,403","5,252","8,541","4,628","8,801","3,135","8,107","1,097","5,102",0,84,0,0,0,0,0,0
2021-11,5호선,399,영등포구청,0,0,958,748,"1,995","2,252","7,235","5,562","9,841","22,175","5,031","9,217","3,687","4,271","3,779","3,782","4,107","3,712","4,413","4,090","4,366","4,039","4,824","4,509","5,768","4,674","8,926","5,996","18,384","10,379","5,902","5,800","3,566","3,388","3,454","3,026","2,581","3,111",883,"1,950",1,4,0,0,0,0,0,0
2021-11,5호선,400,영등포시장,7,0,"2,490","1,031","5,753","4,944","20,437","12,245","30,964","38,204","13,868","23,520","9,377","13,926","10,254","13,721","11,972","14,259","13,039","17,515","13,458","15,344","16,543","13,349","19,784","13,861","26,660","16,994","36,325","28,579","14,168","17,447","9,862","10,645","8,561","9,609","6,511","9,567","2,210","5,642",1,26,0,0,0,0,0,0
2021-11,5호선,401,신길,90,2,"1,689",484,"3,577","2,033","12,984","4,697","21,549","15,152","7,883","5,969","3,839","2,819","3,808","2,939","4,445","3,106","4,136","3,596","3,453","3,439","3,804","3,858","4,711","5,078","7,289","9,565","13,140","17,089","4,152","10,301","2,729","6,831","2,878","7,535","2,309","7,212",985,"4,649",0,124,0,0,0,0,0,0
2021-11,5호선,402,여의도,2,0,"1,590","2,723","3,751","22,395","8,864","131,754","13,473","226,397","11,108","84,283","11,583","29,632","17,754","27,018","17,658","27,327","21,977","29,103","26,807","23,594","33,980","22,279","47,292","21,730","128,946","27,974","174,012","36,734","64,294","16,411","49,428","8,108","44,444","7,168","29,599","6,364","8,263","3,775",13,"3,143",0,0,0,0,0,0
2021-11,5호선,403,여의나루,3,0,"1,045","1,295","2,398","8,548","4,704","35,371","8,682","65,465","4,939","25,701","4,491","14,465","5,586","14,041","6,715","15,160","7,794","17,425","10,392","18,146","14,958","18,546","21,677","18,265","43,026","18,837","56,985","18,624","25,150","11,026","27,154","5,932","19,978","4,404","12,462","3,720","3,200","1,768",4,386,0,0,0,0,0,0
2021-11,5호선,404,마포,19,1,"2,262","1,240","7,461","10,676","24,300","23,054","34,528","70,885","17,798","36,501","12,780","15,853","13,433","15,661","14,550","13,985","16,549","15,316","16,143","13,955","17,158","14,053","21,901","17,870","36,342","27,910","59,556","43,392","22,112","24,376","17,089","12,472","19,371","11,233","15,164","9,746","5,764","6,470",29,488,0,0,0,0,0,0
2021-11,5호선,405,공덕,11,4,"1,676","1,065","5,473","6,446","20,139","28,440","30,131","79,694","14,197","42,067","10,875","15,949","12,518","14,833","14,979","14,117","16,368","14,535","15,666","13,321","16,933","14,365","22,147","16,810","39,184","26,334","65,807","43,848","24,023","21,331","17,926","11,698","18,457","10,647","14,986","9,638","5,579","5,714",45,572,0,0,0,0,0,0
2021-11,5호선,406,애오개,9,0,"2,264",688,"4,664","3,695","17,408","8,700","24,828","27,813","11,847","12,700","8,008","6,388","7,969","5,692","8,264","6,593","8,181","7,403","7,780","7,562","8,898","8,236","10,054","8,644","13,973","12,875","22,493","20,236","7,167","12,476","5,016","7,375","4,299","6,883","3,396","6,887","1,060","4,084",4,"2,639",0,0,0,0,0,0
2021-11,5호선,407,충정로(경기대입구),23,0,877,265,"2,352","1,749","5,987","9,102","9,540","33,627","4,835","16,374","3,623","4,887","4,009","3,778","4,525","3,774","5,360","4,796","5,184","3,857","5,322","3,838","6,727","4,291","13,525","5,750","29,786","9,091","7,694","5,795","4,854","3,927","4,906","3,686","3,615","3,712","1,036","2,343",6,247,0,0,0,0,0,0
2021-11,5호선,408,서대문,7,1,"2,655",984,"5,459","12,993","16,462","61,212","22,455","164,515","16,219","48,866","14,862","21,414","17,882","18,213","18,447","16,663","17,876","22,083","20,701","16,854","26,693","14,368","33,528","14,312","64,979","17,854","114,153","23,715","31,395","14,133","23,057","8,570","20,009","8,716","14,830","7,385","4,454","4,569",23,499,0,0,0,0,0,0
2021-11,5호선,409,광화문(세종문화회관),9,0,"1,013",761,"3,079","22,816","8,453","71,910","13,912","258,085","11,190","114,011","12,501","43,217","18,710","43,829","21,560","37,079","28,453","37,875","34,157","31,459","42,698","27,246","58,377","27,795","99,827","36,519","203,385","45,079","70,595","19,072","54,382","7,563","57,935","6,241","42,055","4,595","11,374","2,858",11,270,0,0,0,0,0,0
2021-11,5호선,410,종로3가,97,1,"1,024",617,"1,761","5,184","2,843","14,024","4,367","39,681","4,209","31,826","5,290","25,642","9,909","28,263","13,291","29,244","16,938","30,206","20,582","25,617","26,105","22,012","31,918","22,258","42,186","24,969","53,530","30,075","30,725","15,369","27,295","6,314","31,903","4,643","26,082","3,513","10,778","2,435",25,449,0,0,0,0,0,0
2021-11,5호선,411,을지로4가,3,0,356,492,678,"5,968","1,215","15,611","2,076","45,589","2,222","20,108","3,103","10,901","4,666","9,531","5,941","8,674","6,871","8,746","8,519","7,623","9,964","6,453","12,244","5,628","24,330","5,006","36,465","5,175","15,010","2,444","8,618","1,267","7,114","1,131","5,055",754,"1,806",559,1,78,0,0,0,0,0,0
2021-11,5호선,412,동대문역사문화공원(DDP),0,0,157,311,536,"2,897","1,285","8,813","2,029","31,055","1,327","12,422","1,473","3,644","1,777","2,974","1,627","2,616","1,928","2,872","2,652","2,656","3,021","2,261","4,398","2,249","11,101","2,380","20,849","2,892","7,728","1,723","3,834","1,103","3,356","1,030","2,320",857,"1,017",676,3,82,0,0,0,0,0,0
2021-11,5호선,413,청구,3,0,"1,720",146,"2,653","1,623","6,855","3,762","10,970","15,279","6,443","7,305","4,921","4,385","4,845","3,664","4,731","3,947","5,219","4,154","5,291","4,268","5,328","4,489","6,254","5,519","7,883","7,003","14,062","9,991","7,835","6,966","4,501","4,246","3,699","3,987","3,072","4,156","1,072","2,685",4,170,0,0,0,0,0,0
2021-11,5호선,414,신금호,8,2,"2,820",395,"6,802","2,635","20,403","7,019","28,577","15,472","14,882","7,124","9,402","5,799","8,138","5,856","8,271","6,654","8,651","7,608","8,153","7,819","8,053","9,691","9,615","11,328","10,314","15,780","10,585","25,557","6,873","16,846","4,559","9,998","3,539","9,205","2,860","8,529",857,"5,190",8,454,0,0,0,0,0,0
2021-11,5호선,415,행당,27,1,"4,058",767,"10,596","2,613","30,386","5,030","44,208","9,580","20,622","6,398","12,539","5,127","11,043","5,662","11,192","7,076","10,290","8,075","9,570","8,426","9,765","10,612","9,404","13,298","10,244","19,139","10,043","31,027","5,941","20,935","4,534","12,363","3,718","11,641","2,990","10,914",918,"6,142",8,480,0,0,0,0,0,0
2021-11,5호선,416,왕십리(성동구청),21,0,"1,940",433,"2,336","2,847","5,712","5,500","9,381","19,618","5,201","8,668","4,659","6,366","4,993","6,390","5,668","7,134","5,894","7,597","6,347","7,840","7,300","7,671","8,715","8,490","10,762","11,537","14,580","16,332","8,510","9,001","6,992","5,087","7,325","4,411","6,316","3,938","2,753","2,809",1,"3,021",0,0,0,0,0,0
2021-11,5호선,417,마장,1,0,"2,370",591,"5,679","3,256","15,215","6,416","20,835","16,617","10,946","8,158","7,594","6,030","7,290","5,988","7,451","6,603","7,565","6,617","7,380","6,082","8,186","7,393","8,933","8,127","10,657","11,150","12,053","16,530","7,123","11,121","4,532","7,036","4,076","6,089","3,457","6,028","1,221","3,793",1,154,1,1,0,0,0,0
2021-11,5호선,418,답십리,23,0,"8,957","1,125","17,222","6,597","54,586","13,318","79,168","35,203","34,664","16,239","19,868","12,409","17,775","12,394","19,654","14,308","18,220","15,224","16,755","15,853","17,523","18,551","20,331","23,487","26,668","32,636","31,847","56,492","16,225","39,532","10,212","21,888","8,796","19,912","6,669","19,325","2,218","11,369",7,681,0,0,0,0,0,0
2021-11,5호선,419,장한평,13,2,"6,619","1,116","17,127","10,234","52,019","22,340","73,113","68,257","36,218","32,101","21,211","17,183","19,103","16,811","21,270","17,133","21,197","17,542","20,358","17,459","21,129","19,224","27,673","25,832","39,760","36,418","56,486","62,600","24,216","44,388","14,590","24,438","11,851","22,837","8,690","19,322","3,069","12,579",6,819,0,0,0,0,0,0
2021-11,5호선,420,군자(능동),32,0,"6,911",887,"11,289","5,032","32,581","7,737","46,951","25,282","21,124","16,061","12,935","10,609","12,366","10,478","13,796","12,585","13,412","13,161","12,596","13,050","13,098","16,337","14,751","20,003","19,652","30,568","24,785","52,889","13,824","33,903","11,089","19,129","11,021","16,883","9,608","16,105","4,096","12,241",10,"4,055",0,0,0,0,0,0
2021-11,5호선,421,아차산(어린이대공원후문),5,0,"8,655","1,269","15,996","5,246","41,988","11,804","59,995","27,750","30,476","19,029","19,300","19,169","18,166","17,751","20,864","18,010","21,073","18,585","22,659","18,092","24,381","22,249","27,510","25,088","28,433","34,072","26,091","52,369","14,134","38,036","10,795","21,716","10,889","18,063","7,622","17,665","2,358","10,279",10,450,0,0,0,0,0,0
2021-11,5호선,422,광나루(장신대),3,0,"4,819","1,513","14,288","7,481","38,628","15,363","46,912","30,840","26,518","20,097","18,051","17,000","16,942","14,864","18,389","14,938","19,500","14,789","19,594","15,795","20,527","16,484","23,757","20,999","25,846","26,543","30,086","39,348","13,710","26,836","10,636","16,590","10,690","15,864","8,508","14,440","1,964","8,555",13,436,0,0,0,0,0,0
2021-11,5호선,423,천호(풍납토성),51,0,"6,359","1,693","10,637","11,697","27,233","18,362","35,601","36,768","21,711","33,519","19,416","25,059","22,710","24,714","25,805","26,650","26,929","27,405","28,094","28,791","32,552","31,588","37,707","33,963","47,002","41,666","49,004","55,359","33,474","38,785","31,001","20,346","23,354","18,289","17,602","15,923","7,253","10,122",57,"1,054",0,1,0,0,0,0
2021-11,5호선,424,강동,83,1,"10,498","1,357","18,925","11,039","54,347","27,664","70,532","49,273","34,957","25,815","23,901","18,513","22,555","16,023","23,706","17,495","22,995","20,338","21,864","19,805","23,820","23,221","26,714","25,974","41,881","35,559","45,610","53,344","20,116","41,591","14,471","24,547","11,444","22,656","8,426","22,470","2,588","14,743",29,"2,102",0,0,0,0,0,0
2021-11,5호선,425,길동,9,0,"4,370",685,"7,997","4,466","21,793","6,818","27,745","17,731","14,214","13,078","11,432","9,513","10,910","9,342","12,704","9,730","11,682","11,312","10,555","12,604","12,028","12,904","13,939","15,403","15,556","19,460","16,924","27,029","8,274","19,634","5,794","11,296","5,572","10,228","4,074","7,942","1,227","5,093",11,956,0,0,0,0,0,0
2021-11,5호선,426,굽은다리(강동구민회관앞),0,0,"6,600",575,"13,493","2,799","35,133","5,899","39,992","14,428","19,794","9,442","14,317","7,444","13,085","8,822","14,168","9,252","13,003","9,920","11,890","11,477","11,815","13,978","12,809","15,624","14,277","22,217","14,870","34,505","7,796","26,472","6,316","15,762","5,796","14,869","4,070","12,385","1,195","7,558",23,"1,251",0,0,0,0,0,0
2021-11,5호선,427,명일,3,0,"4,786",805,"11,975","3,510","35,952","6,452","33,584","12,545","17,347","9,861","14,202","8,744","12,781","8,926","12,849","9,771","11,957","9,424","10,977","10,291","10,972","14,927","13,356","15,691","12,420","22,039","12,759","33,629","7,036","28,531","5,385","14,388","5,070","12,409","3,542","12,533","1,044","6,967",16,"1,144",0,0,0,0,0,0
2021-11,5호선,428,고덕,29,0,"3,882","1,564","10,554","5,327","30,579","13,060","26,011","19,487","15,149","11,697","13,674","10,542","14,374","8,799","14,298","12,207","13,044","13,285","13,706","12,384","15,204","15,135","19,901","15,687","21,025","19,651","16,099","27,724","8,788","26,084","7,009","13,037","7,018","10,414","6,119","11,708","1,655","6,078",5,925,0,0,0,0,0,0
2021-11,5호선,429,상일동,46,0,"8,897","1,009","29,726","5,366","88,417","11,083","60,749","18,490","32,476","10,133","23,358","8,263","19,373","8,765","19,243","12,903","17,954","13,683","15,784","13,846","16,570","16,736","19,494","24,998","20,999","32,923","18,819","54,232","9,770","55,318","7,487","25,539","5,213","22,426","3,611","22,065","1,279","15,494",7,"3,324",0,0,0,0,0,0
2021-11,5호선,430,둔촌동,3,0,"3,455","1,297","8,729","9,654","24,064","10,262","28,865","19,922","14,833","11,542","10,751","9,182","10,598","8,887","10,946","9,706","10,730","10,614","10,995","10,641","12,380","12,055","17,183","16,711","20,398","19,857","20,515","28,464","9,684","21,208","7,324","10,491","6,223","9,402","5,746","8,867","1,358","5,289",2,64,0,0,0,0,0,0
