사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-11,6호선,466,청구,2,0,"1,580",521,"2,463","2,386","6,712","6,364","9,941","24,187","5,837","11,101","4,386","5,061","4,090","3,785","4,155","3,750","4,453","4,205","4,527","3,895","4,626","4,477","5,857","5,092","7,453","6,198","13,136","7,514","8,627","5,235","4,755","3,316","4,041","3,067","2,947","3,204","1,163","2,140",3,328,0,0,0,0,0,0
2021-11,6호선,467,신당,182,2,"6,513",899,"5,125","5,782","6,774","13,748","10,701","37,459","9,099","22,577","7,796","12,775","10,008","10,637","11,296","9,304","10,259","10,217","10,971","8,735","13,202","7,844","14,770","9,317","20,623","11,500","26,540","16,444","14,349","17,106","11,803","8,692","11,954","6,783","13,661","7,096","3,989","9,445",12,"1,029",0,0,0,0,0,0
2021-11,6호선,468,동묘앞,192,0,"4,180",885,"4,195","4,454","8,368","7,972","13,146","23,606","10,268","19,097","9,467","13,522","11,841","14,512","14,333","13,533","14,751","16,443","17,037","15,250","19,410","14,266","22,321","13,353","22,558","13,123","21,790","15,713","11,193","11,252","7,062","7,280","6,435","6,996","4,831","7,229","2,039","7,484",11,"1,183",8,0,0,0,0,0
2021-11,6호선,469,창신,16,0,"2,522",246,"4,757","1,638","13,677","5,193","17,345","6,477","8,592","3,202","5,229","2,350","4,188","2,429","4,428","2,891","4,153","3,227","3,455","3,184","4,171","3,957","4,712","4,807","5,112","6,181","4,497","9,850","2,866","7,522","2,430","4,471","1,578","4,299","1,201","4,273",479,"2,621",0,69,0,0,0,0,0,0
2021-11,6호선,470,보문,12,0,"3,419",758,"7,045","3,719","19,405","8,076","28,697","18,948","15,061","9,554","9,034","6,467","8,871","6,099","9,684","6,432","9,764","7,060","8,978","6,620","9,526","7,991","11,864","9,168","14,310","13,385","16,973","21,246","7,975","16,810","5,848","10,519","5,148","9,804","4,137","10,148","2,038","7,614",5,270,0,0,0,0,0,0
2021-11,6호선,471,안암(고대병원앞),2,0,"1,619","1,329","3,057","6,855","8,168","14,836","10,641","36,497","10,234","29,665","11,498","19,988","13,366","14,419","14,506","15,713","14,354","19,310","15,865","14,219","20,585","12,934","26,201","12,572","39,632","15,610","32,181","20,698","16,858","15,514","13,664","9,740","14,547","10,081","15,627","10,518","7,356","8,756",2,"1,418",0,0,0,0,0,0
2021-11,6호선,472,고려대(종암),23,0,"3,484",797,"7,075","4,014","20,305","10,126","25,528","26,023","14,137","11,834","9,568","7,928","9,156","7,130","10,080","8,039","12,253","10,039","10,016","8,469","11,355","9,129","14,634","10,471","20,510","13,953","19,252","22,524","9,121","17,866","6,435","10,641","6,367","10,379","5,616","9,898","2,078","7,243",0,141,0,0,0,0,0,0
2021-11,6호선,473,월곡(동덕여대),14,0,"6,102",935,"12,135","3,697","38,427","6,579","46,199","25,357","23,207","15,593","15,393","11,500","14,470","10,888","15,494","12,235","15,237","12,976","14,286","13,591","14,312","15,771","15,993","19,723","18,969","25,677","24,965","39,681","12,215","32,244","8,193","17,153","7,192","16,475","5,221","13,740","2,177","9,577",0,188,0,0,0,0,0,0
2021-11,6호선,474,상월곡(한국과학기술연구원),11,0,"4,702",486,"7,988","1,645","24,496","3,455","29,344","13,229","14,178","6,876","9,083","5,180","8,143","4,999","8,509","5,703","7,973","5,816","7,309","6,267","7,072","7,955","8,118","9,117","8,615","12,437","10,115","19,098","6,383","16,245","3,277","9,782","2,705","9,130","2,199","8,652","1,115","5,838",1,134,0,0,0,0,0,0
2021-11,6호선,475,돌곶이,31,1,"6,165",847,"14,223","3,191","37,142","5,855","41,675","16,952","20,702","10,542","13,040","9,722","11,449","8,076","12,083","9,579","13,235","10,051","12,374","10,112","10,992","12,166","12,356","14,943","13,576","20,785","14,557","32,680","9,599","27,110","5,640","15,425","5,900","12,004","4,769","12,691","1,624","8,090",0,161,0,0,0,0,0,0
2021-11,6호선,476,석계,966,9,"8,288","1,710","18,804","4,470","48,633","7,681","54,056","13,387","28,509","9,987","20,153","9,168","16,567","10,915","16,634","12,631","16,511","13,502","14,986","14,589","14,194","19,117","14,978","24,364","16,089","32,221","14,385","51,778","10,240","44,072","7,353","23,778","6,725","20,429","5,936","18,872","2,731","13,170",34,"1,569",0,0,0,0,0,0
2021-11,6호선,477,태릉입구,24,0,"4,074",833,"6,818","2,919","18,179","3,936","21,845","7,675","10,993","6,318","7,851","5,161","7,376","5,784","7,710","6,015","7,873","6,836","7,330","7,146","7,084","8,082","7,858","10,397","8,875","13,568","8,758","22,287","5,377","20,100","4,085","9,720","4,031","9,539","3,198","8,782","1,355","7,159",8,"1,647",0,0,0,0,0,0
2021-11,6호선,478,화랑대(서울여대입구),8,0,"5,602",857,"20,384","2,668","59,832","6,919","56,389","13,368","25,623","8,675","16,690","7,209","14,228","7,592","14,959","8,166","13,932","9,180","12,560","9,314","13,186","11,575","15,417","13,990","16,924","22,026","13,915","36,403","7,019","32,937","4,339","17,833","3,781","15,523","3,006","14,560","1,010","9,997",2,"1,101",0,0,0,0,0,0
2021-11,6호선,479,봉화산(서울의료원),40,1,"4,695","1,111","14,436","2,583","47,181","5,445","39,814","12,687","18,343","7,141","13,556","5,913","11,232","5,727","11,110","8,031","10,506","8,864","9,426","9,106","9,550","11,032","10,031","13,366","12,138","19,015","10,414","30,859","4,968","28,801","3,612","16,374","2,864","13,165","2,396","13,349",880,"8,096",1,"1,051",0,0,0,0,0,0
2021-11,6호선,480,신내,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11,7호선,481,장암,2,0,"1,580",142,"6,225","1,109","15,516","1,229","10,649","1,742","3,527","2,126","2,193","2,050","1,809","1,970","1,912","1,847","2,068","1,384","2,483","1,348","3,061","1,149","3,441","1,245","3,588","1,561","2,810","3,306","1,529","2,927",966,"1,433",720,"1,042",322,625,100,487,0,31,0,0,0,0,0,0
2021-11,7호선,482,도봉산,27,0,"4,817",799,"16,983","5,296","52,460","7,318","42,181","14,257","19,433","16,041","11,831","16,657","10,540","13,486","11,285","13,170","10,911","12,778","11,464","12,104","12,821","12,921","15,112","15,899","13,716","20,422","11,518","35,639","5,395","40,867","3,393","22,539","2,844","18,594","2,172","17,240",658,"11,995",37,"2,206",0,0,0,0,0,0
2021-11,7호선,483,수락산,54,5,"8,897",586,"19,799","5,024","52,124","8,766","48,334","17,146","28,519","16,111","19,309","15,079","17,095","14,266","17,871","15,048","18,541","14,020","18,212","14,113","18,681","17,358","18,966","21,493","19,234","26,614","18,583","40,872","10,962","42,339","7,095","23,810","5,770","19,664","4,224","17,016","1,391","11,406",19,"2,052",0,0,0,0,0,0
2021-11,7호선,484,마들,4,0,"9,405","1,189","23,294","3,058","63,782","7,953","60,677","10,589","29,982","9,433","20,279","8,756","17,964","9,842","18,228","11,340","16,580","12,550","14,831","13,898","14,396","17,253","14,521","20,968","13,404","28,538","11,629","46,191","6,881","46,071","5,191","25,743","3,832","20,176","3,201","19,346","1,098","13,272",8,"1,312",0,0,0,0,0,0
2021-11,7호선,485,노원,38,1,"6,545","1,897","14,038","6,143","37,377","16,202","38,771","42,700","26,839","40,102","25,095","29,904","28,222","27,590","30,273","29,335","30,438","33,511","32,041","34,594","35,855","35,724","39,259","37,931","39,905","44,969","43,802","59,573","26,358","48,236","25,891","22,946","21,188","18,243","18,924","15,490","6,514","12,223",64,"1,609",0,0,0,0,0,0
2021-11,7호선,486,중계,18,1,"8,521","1,847","22,952","4,597","61,785","13,322","62,387","23,615","33,548","12,514","22,000","9,236","20,101","9,675","20,017","12,087","17,766","14,874","15,145","14,311","18,249","16,924","19,203","20,230","19,933","28,481","16,560","45,302","8,487","44,892","6,485","23,954","6,736","21,068","5,106","19,145","1,616","12,611",7,"1,122",0,0,0,0,0,0
2021-11,7호선,487,하계,17,0,"7,909","1,287","23,215","6,204","67,840","15,399","73,063","24,301","38,725","19,606","26,573","14,538","24,459","15,317","26,314","19,089","24,262","21,243","23,183","20,987","25,371","23,961","28,031","27,014","29,098","35,821","23,756","56,079","13,443","55,022","10,790","29,076","9,071","25,184","7,370","23,691","2,166","15,719",8,"1,331",0,0,0,0,0,0
2021-11,7호선,488,공릉(서울과학기술대),13,0,"5,982",867,"13,739","4,246","36,558","11,372","42,847","23,168","23,791","15,297","17,415","11,562","15,706","10,924","18,119","13,735","17,694","15,619","16,376","14,654","17,256","17,793","19,822","20,381","21,742","26,275","22,613","39,516","11,875","37,073","9,504","19,401","8,900","16,582","8,091","16,222","3,452","11,211",3,771,0,0,0,0,0,0
2021-11,7호선,489,태릉입구,113,0,"6,684","1,115","8,469","5,041","21,348","8,477","25,960","17,037","17,400","11,043","12,163","8,552","10,566","8,878","11,903","9,524","11,708","9,978","11,558","9,754","12,795","11,257","14,533","13,629","17,586","16,980","18,273","23,517","10,717","21,036","7,544","12,747","7,472","11,373","5,470","10,752","2,293","6,944",9,"4,239",0,0,0,0,0,0
2021-11,7호선,490,먹골,16,0,"7,103",622,"13,074","2,865","35,534","5,339","44,527","14,301","25,674","9,086","15,596","8,626","13,468","9,396","14,649","10,670","14,412","11,361","12,729","11,839","12,492","14,796","13,687","18,345","14,657","24,198","15,360","36,516","9,153","33,840","6,240","18,276","5,336","15,929","4,135","14,231","1,759","9,268",8,"1,017",0,0,0,0,0,0
2021-11,7호선,491,중화,5,0,"8,346",964,"14,812","4,275","37,011","7,835","48,412","22,757","25,882","11,937","15,758","9,188","14,001","9,085","14,895","10,727","14,174","11,169","12,795","12,116","12,791","15,484","14,566","18,538","16,896","24,410","18,611","37,800","10,865","33,715","6,759","18,617","5,851","16,595","4,473","14,891","1,636","9,445",9,"1,147",0,0,0,0,0,0
2021-11,7호선,492,상봉(시외버스터미널),264,1,"9,990","1,687","19,056","7,325","53,237","12,832","75,543","31,482","36,288","19,335","20,587","14,141","18,906","14,930","20,640","15,972","20,679","17,814","19,384","18,112","20,456","20,384","25,246","25,914","29,383","36,202","31,844","60,677","20,799","53,980","15,278","28,005","14,196","23,357","11,157","21,577","4,614","14,366",52,"2,637",0,1,0,0,0,0
2021-11,7호선,493,면목,32,0,"12,221","1,001","22,136","5,849","56,570","9,002","74,132","29,975","39,479","18,046","22,783","14,159","20,126","13,325","21,876","16,463","20,577","17,248","17,855","17,334","19,922","22,710","24,230","28,835","23,014","37,353","20,914","54,769","16,149","50,489","9,188","26,844","7,615","23,477","6,073","21,227","2,070","13,408",6,"1,901",0,0,0,0,0,0
2021-11,7호선,494,사가정,7,0,"10,912","1,454","22,000","7,037","54,776","11,171","72,494","26,321","40,048","17,127","24,598","14,354","20,918","14,613","23,355","16,467","21,295","17,132","19,474","18,646","19,583","24,536","21,319","29,115","24,858","39,143","24,645","62,701","16,505","54,017","11,005","27,942","9,603","23,816","7,429","21,105","3,282","13,154",16,"1,831",0,0,0,0,0,0
2021-11,7호선,495,용마산(용마폭포공원),5,0,"4,511",614,"10,328","1,955","23,384","3,840","31,147","10,264","16,713","6,454","9,610","5,626","7,842","5,104","8,059","5,902","7,916","6,269","6,728","6,632","7,045","8,420","7,816","10,145","8,034","13,586","7,967","22,200","4,963","19,985","2,811","10,675","2,269","10,321","1,754","9,610",725,"5,546",5,701,0,0,0,0,0,0
2021-11,7호선,496,중곡,2,0,"5,538",620,"12,242","4,408","30,428","12,193","47,730","26,316","26,511","10,999","15,064","8,296","13,662","8,337","13,702","9,167","12,822","10,158","11,725","10,700","12,516","13,219","17,399","16,152","18,309","21,629","18,843","32,971","10,409","27,380","6,659","15,862","5,978","14,385","4,271","13,134","1,336","8,345",16,218,0,0,0,0,0,0
2021-11,7호선,497,군자(능동),67,1,"8,229","1,010","13,802","6,293","34,280","8,594","58,317","29,793","37,824","18,175","19,765","11,385","16,788","10,402","17,443","11,140","17,865","12,214","16,390","12,870","17,122","16,236","19,586","18,919","25,643","27,205","33,575","42,134","19,494","33,739","15,292","19,154","14,381","16,346","12,232","15,570","5,160","9,882",28,561,0,0,0,0,0,0
2021-11,7호선,498,어린이대공원(세종대),5,0,"3,151",901,"7,032","8,479","17,473","15,573","31,817","49,518","22,836","29,417","12,347","18,955","14,054","15,425","14,936","19,844","16,019","20,505","16,136","17,713","20,727","16,908","28,387","17,382","38,268","21,389","40,466","28,978","20,854","21,819","13,949","12,922","14,753","12,504","13,606","12,091","5,476","8,265",14,401,0,0,0,0,0,0
2021-11,7호선,499,건대입구,27,0,"3,596",981,"4,364","7,079","11,344","17,362","18,976","34,607","14,959","25,930","12,371","19,775","14,418","17,556","14,982","20,432","15,541","21,940","18,082","20,561","22,603","19,870","26,329","21,206","35,978","26,852","32,419","38,726","22,877","24,322","24,034","12,621","20,123","11,078","18,761","8,832","8,607","5,665",3,"3,491",0,0,0,0,0,0
2021-11,7호선,500,뚝섬유원지,9,0,"4,806",342,"8,724","4,126","20,574","5,810","30,255","13,649","19,489","8,809","10,164","6,604","8,448","7,247","8,877","8,177","9,299","9,951","9,386","11,183","10,237","13,445","12,772","14,933","15,431","19,986","15,117","28,293","10,608","20,367","9,977","12,861","8,977","11,708","7,172","10,526","2,859","5,337",5,505,0,0,0,0,0,0
2021-11,7호선,501,청담,11,0,"2,186","3,391","5,866","24,678","10,010","57,354","13,709","148,282","11,286","100,939","11,067","36,108","13,203","22,988","16,528","20,672","18,764","22,016","21,513","19,664","29,989","16,667","38,533","17,515","65,094","19,917","108,836","20,742","54,370","12,939","30,601","8,259","27,778","7,662","22,135","5,233","5,605","3,469",18,"2,429",0,0,0,0,0,0
2021-11,7호선,502,강남구청,13,0,"1,689","1,760","3,586","13,077","6,477","30,189","9,217","107,228","8,417","100,213","9,054","38,822","10,373","23,458","12,865","19,841","15,242","21,600","19,406","17,160","25,438","15,968","28,998","16,583","46,022","18,701","88,565","20,377","51,815","11,909","31,200","7,265","30,426","6,002","24,577","4,458","8,046","3,412",34,442,1,0,0,0,0,0
2021-11,7호선,503,학동,1,0,"1,995","3,005","4,161","26,102","8,119","55,077","11,404","186,049","10,261","138,705","10,355","51,153","12,584","26,320","16,805","21,049","19,432","24,631","24,352","21,208","31,621","17,866","42,335","17,905","76,979","19,568","166,311","19,883","76,134","11,335","37,124","7,221","34,767","5,907","26,167","4,955","8,408","3,363",62,304,0,0,0,0,0,0
2021-11,7호선,504,논현,68,0,"2,397","1,403","4,596","18,156","8,665","45,075","14,791","121,826","12,623","102,134","11,314","38,581","13,278","23,473","15,566","21,598","17,152","23,181","20,699","21,623","25,898","20,886","33,624","22,188","58,524","27,363","106,666","37,085","56,668","20,117","35,007","10,197","36,429","8,687","34,260","7,395","15,086","4,785",121,430,0,0,0,0,0,0
2021-11,7호선,505,반포,7,0,754,526,"2,412","6,750","7,241","11,829","10,398","19,599","7,581","17,249","5,395","8,079","5,463","8,551","7,074","8,447","7,768","8,866","8,111","7,950","10,195","7,687","14,002","7,815","15,787","9,009","17,548","10,733","11,390","6,630","8,557","4,036","9,867","3,590","7,683","3,154","2,150","1,871",7,102,0,0,0,0,0,0
2021-11,7호선,506,고속터미널,13,0,"1,142","2,501","2,857","24,402","10,007","35,833","17,187","50,955","20,531","35,231","20,139","24,882","23,118","22,626","22,961","21,012","24,343","24,133","25,242","21,722","33,228","17,780","38,274","17,658","54,718","19,739","49,889","21,993","32,257","14,531","32,167","8,158","28,684","8,075","22,482","4,470","6,666","2,733",18,305,0,0,0,0,0,0
2021-11,7호선,507,내방,4,0,"2,075","1,460","6,655","10,449","17,111","22,158","26,846","83,438","18,651","45,971","13,870","19,582","13,645","14,744","15,383","14,412","17,352","15,873","17,754","15,014","18,820","15,450","23,667","16,708","39,225","21,656","70,059","29,537","24,793","19,465","17,381","11,075","17,539","10,043","12,929","8,915","3,689","5,186",3,"2,936",0,0,0,0,0,0
2021-11,7호선,508,이수,21,0,"4,348",878,"8,794","8,477","25,533","14,352","42,778","41,035","26,633","27,614","18,414","18,926","17,579","17,324","19,490","18,155","21,718","19,543","21,708","20,024","22,739","22,456","25,664","26,184","31,148","35,282","42,001","54,938","23,905","34,552","21,263","18,340","23,565","15,330","21,139","13,845","8,887","8,847",30,913,0,0,0,0,0,0
2021-11,7호선,509,남성,12,0,"5,366",659,"12,271","3,473","36,886","6,321","56,292","14,055","31,387","10,357","17,767","9,253","14,454","9,193","14,150","10,091","14,367","11,687","12,518","12,525","12,144","15,132","13,208","18,112","14,772","24,578","14,177","41,532","7,850","29,786","6,928","17,208","7,068","15,421","4,844","14,657","1,590","9,246",23,503,0,0,0,0,0,0
2021-11,7호선,510,숭실대입구(살피재),10,0,"5,201",638,"11,739","4,304","35,734","8,622","51,175","24,147","28,934","17,434","18,024","17,113","18,002","15,322","17,987","15,268","18,161","18,214","17,168","16,919","16,700","18,077","22,427","21,886","25,559","29,390","21,193","47,230","12,078","34,019","10,082","19,854","10,837","18,343","9,764","17,591","3,839","11,308",10,967,0,0,0,0,0,0
2021-11,7호선,511,상도,1,0,"4,797","1,268","10,918","4,537","31,556","7,728","44,200","18,416","25,961","13,553","15,428","10,149","13,519","8,875","15,496","10,986","14,407","11,740","12,818","11,599","13,001","14,319","16,872","17,730","18,464","23,369","18,115","38,234","9,690","27,864","8,930","16,674","6,820","15,103","6,730","14,707","2,727","9,296",23,831,0,0,0,0,0,0
2021-11,7호선,512,장승배기,21,0,"6,322","1,065","10,660","3,783","25,211","7,880","40,950","18,921","23,718","11,405","14,342","9,645","12,894","9,592","12,564","10,157","13,892","11,195","12,113","11,397","11,591","14,076","13,166","16,077","14,266","20,286","15,449","32,088","8,243","23,577","6,365","14,017","5,825","12,179","4,744","11,422","1,949","7,145",15,725,0,0,0,0,0,0
2021-11,7호선,513,신대방삼거리,29,0,"10,266",643,"17,603","5,534","50,491","12,738","79,984","30,609","43,196","20,041","23,486","14,162","20,755","13,121","21,493","14,113","19,998","16,358","18,597","17,676","19,126","20,357","21,318","25,560","23,984","34,432","29,170","61,475","14,789","48,181","11,636","27,001","9,098","24,270","7,795","21,505","3,132","14,438",13,"1,140",0,0,0,0,0,0
2021-11,7호선,514,보라매,37,0,"5,957","1,168","7,835","5,555","23,015","17,653","34,097","42,215","18,938","13,672","11,438","9,271","11,338","8,440","11,627","9,970","12,531","10,265","13,508","10,483","14,001","10,669","16,153","12,739","19,755","18,341","33,325","28,659","11,686","23,234","8,415","11,934","7,238","11,544","6,016","11,019","1,947","6,612",8,836,0,0,0,0,0,0
2021-11,7호선,515,신풍,46,1,"9,991","1,228","15,757","5,194","41,489","11,299","53,197","19,837","29,609","12,282","16,535","9,832","14,157","9,707","15,463","10,531","14,782","11,880","13,037","12,291","13,765","15,338","15,865","19,590","18,183","28,185","18,129","42,450","10,477","30,685","6,649","18,476","5,617","17,042","4,076","16,350","1,570","8,925",21,"2,004",0,0,0,0,0,0
2021-11,7호선,516,대림(구로구청),24,0,"11,301",890,"8,566","3,260","14,848","5,692","21,228","18,554","16,118","12,722","10,451","12,770","10,919","13,491","11,874","12,646","12,960","12,759","13,847","12,405","14,339","13,900","15,155","15,376","16,831","22,346","18,182","24,321","10,787","14,178","8,324","9,623","7,085","11,303","5,152","9,455","2,392","5,088",22,273,0,0,0,0,0,0
2021-11,7호선,517,남구로,135,2,"16,916","1,793","15,166","7,051","30,055","31,919","34,083","104,300","22,126","50,280","13,636","18,241","12,879","13,580","14,077","12,878","14,095","14,110","13,695","13,081","15,870","15,732","19,468","20,775","42,308","30,099","78,581","30,808","32,867","21,797","17,278","13,676","12,404","15,532","8,247","13,653","3,010","7,304",21,346,1,0,0,0,0,0
2021-11,7호선,518,가산디지털단지,680,7,"6,463","5,911","8,827","25,511","21,316","116,290","24,991","396,519","18,008","224,341","16,546","60,009","22,133","35,112","27,956","34,621","33,234","35,186","38,335","31,180","47,754","28,861","69,491","27,246","192,492","29,665","325,630","35,635","133,692","24,761","72,109","13,467","57,855","10,756","33,645","9,582","10,161","7,004",112,835,2,2,0,0,0,0
2021-11,7호선,519,철산,9,0,"10,108","3,907","26,659","10,314","79,965","14,821","88,600","32,611","45,211","25,818","28,224","19,393","25,812","18,576","27,073","20,797","25,321","23,392","23,893","24,089","24,439","28,365","28,523","35,532","33,875","54,811","34,119","89,619","19,140","73,120","16,899","35,275","16,907","30,548","14,396","27,631","5,966","17,195",105,"2,572",0,0,0,0,0,0
2021-11,7호선,520,광명사거리,150,0,"21,293","5,461","31,095","11,639","83,386","16,818","96,257","26,758","49,763","22,346","30,514","21,317","27,908","23,991","30,081","25,720","30,385","28,426","28,169","29,739","28,678","34,217","33,645","41,751","36,071","54,566","31,978","85,368","20,055","68,160","14,857","35,533","11,570","30,023","8,371","26,113","3,419","15,680",50,"2,150",0,0,0,0,0,0
2021-11,7호선,521,천왕,15,0,"7,445","1,155","16,249","5,022","50,428","7,433","61,044","15,242","31,761","7,899","16,046","6,581","12,919","7,643","14,039","9,758","13,339","10,922","11,936","11,235","11,975","13,833","13,777","17,750","13,971","25,898","13,367","47,299","7,067","37,789","4,718","20,568","3,784","17,466","2,950","14,906",893,"8,732",4,"1,427",0,0,0,0,0,0
2021-11,7호선,522,온수(성공회대입구),148,1,"7,853",938,"15,143","3,434","49,056","9,114","58,304","17,125","24,869","11,201","12,498","6,946","10,779","6,774","12,112","8,658","11,330","8,864","9,519","9,114","10,475","11,006","15,144","13,625","15,016","22,281","12,957","42,415","6,119","32,386","4,386","17,363","3,962","15,395","2,771","13,011","1,150","10,347",30,"5,421",0,0,0,0,0,0
2021-11,7호선,523,까치울,2,0,"3,934",771,"10,506","4,069","32,318","6,382","40,687","9,961","19,535","5,696","10,318","5,291","9,272","7,202","10,119","7,948","9,850","7,928","9,174","7,898","9,693","9,300","11,080","12,623","11,431","19,241","10,515","30,488","5,948","26,622","4,623","13,733","3,707","12,809","2,534","11,928",971,"6,485",4,212,0,0,0,0,0,0
2021-11,7호선,524,부천종합운동장,24,0,"3,190",705,"6,326","2,902","16,964","5,756","19,659","12,272","9,997","5,707","7,079","4,927","6,814","4,262","6,524","3,858","6,230","4,724","5,473","4,777","5,499","5,104","6,736","6,041","8,908","7,980","10,368","13,721","3,944","12,051","2,751","6,097","2,662","5,309","1,438","4,754",431,"3,227",8,193,0,0,0,0,0,0
2021-11,7호선,525,춘의,23,0,"5,435","1,660","10,806","5,976","24,097","29,669","25,582","56,794","13,717","18,261","9,477","8,464","8,415","6,646","8,970","6,990","8,865","8,068","8,743","7,485","9,684","7,855","12,206","9,542","30,091","13,229","44,875","20,403","16,611","18,132","10,169","11,169","8,035","10,178","4,486","8,332","1,245","5,685",11,359,0,0,0,0,0,0
2021-11,7호선,526,신중동,8,1,"5,662","2,114","16,370","6,059","45,154","14,843","43,471","45,984","22,753","24,498","16,198","14,965","15,426","13,326","16,480","14,056","16,608","15,883","16,646","15,552","17,493","16,537","21,062","19,814","27,356","30,422","42,701","45,920","17,868","41,796","17,320","21,351","11,906","16,291","10,421","14,653","4,210","11,129",62,764,0,0,0,0,0,0
2021-11,7호선,527,부천시청,10,2,"5,536","2,061","15,915","7,473","44,887","13,423","42,472","26,070","20,794","20,248","14,379","11,793","14,251","13,039","15,368","14,457","14,689","15,947","14,753","16,300","16,881","16,805","20,289","19,741","23,903","28,496","27,049","44,111","15,834","39,958","15,956","19,425","13,056","14,574","10,223","13,392","3,445","9,767",73,"1,202",0,0,0,0,0,0
2021-11,7호선,528,상동,5,0,"4,470","2,084","15,745","5,576","41,500","11,605","37,289","28,854","18,936","26,796","13,802","16,385","14,491","16,510","16,599","18,449","17,016","19,510","17,298","19,139","19,332","19,486","21,897","21,118","25,885","31,275","29,476","46,945","18,665","39,259","16,917","18,944","17,628","14,842","14,419","13,029","5,261","9,419",154,"2,035",0,0,0,0,0,0
2021-11,7호선,529,삼산체육관,14,0,"3,655",479,"10,985","1,829","26,594","2,962","24,789","6,076","11,919","3,933","7,410","2,992","6,868","3,529","7,568","4,467","6,341","4,912","5,753","5,347","5,844","6,591","7,657","7,700","6,872","11,179","5,791","20,799","3,105","18,038","2,683","9,768","2,299","8,683","1,722","7,740",655,"5,493",20,"1,292",0,0,0,0,0,0
2021-11,7호선,530,굴포천,9,0,"6,615",576,"14,770","3,527","37,723","4,584","40,306","13,587","19,092","10,616","11,599","7,414","10,958","7,572","11,744","9,027","10,902","10,489","10,113","10,435","10,687","11,798","11,663","15,250","12,984","21,725","14,707","40,833","7,892","35,621","6,303","19,164","6,269","15,913","5,243","13,332","2,486","8,521",65,"1,902",0,0,0,0,0,0
2021-11,7호선,531,부평구청,29,1,"5,475",522,"15,367","3,371","35,678","6,897","29,481","11,561","14,608","5,545","9,606","4,255","9,156","4,735","9,464","5,925","8,735","6,405","7,661","6,436","7,946","7,381","8,794","9,408","11,929","13,168","11,418","24,475","5,846","24,856","4,497","16,033","3,839","11,667","3,162","10,958","1,299","6,642",31,"2,335",0,0,0,0,0,0
2021-11,8호선,532,암사,30,0,"14,213",970,"26,355","5,743","77,978","8,758","103,155","19,775","49,030","13,987","27,009","11,463","22,995","12,990","23,608","16,660","23,045","16,189","19,885","19,162","18,997","24,798","20,880","28,732","22,530","42,741","22,789","72,049","11,767","54,741","9,527","29,692","7,060","28,736","5,276","24,138","1,814","14,809",3,"1,944",0,0,0,0,0,0
2021-11,8호선,533,천호(풍납토성),52,0,"11,141","1,696","15,904","9,689","39,560","13,878","57,433","26,474","31,781","22,826","18,418","17,784","17,431","17,247","18,786","19,858","19,200","21,237","19,051","21,930","19,907","27,340","22,609","32,053","28,358","42,518","29,363","68,749","18,505","46,897","15,846","25,487","12,637","22,256","9,671","18,676","3,830","12,080",13,"1,925",0,0,0,0,0,0
2021-11,8호선,534,강동구청,13,0,"4,864","1,103","10,365","5,170","29,841","14,323","41,099","35,212","22,807","14,403","13,989","10,587","12,764","10,022","12,752","9,588","12,662","12,199","12,655","12,329","12,762","12,841","15,629","16,873","19,344","22,598","27,835","35,005","10,094","25,323","7,100","14,629","6,350","13,231","4,679","12,753","1,448","6,785",0,692,0,0,0,0,0,0
2021-11,8호선,535,몽촌토성(평화의문),1,0,"1,350","1,215","3,546","5,605","10,908","9,151","17,197","25,600","10,072","13,690","6,960","9,243","7,050","9,619","7,864","8,528","8,907","8,619","9,214","8,539","11,151","8,297","14,639","9,510","16,907","11,703","22,067","17,027","9,147","11,673","6,658","7,092","6,752","5,744","5,246","5,775","2,240","2,808",0,244,0,0,0,0,0,0
2021-11,8호선,536,잠실(송파구청),7,0,"1,263","2,174","4,018","9,888","8,459","28,634","13,003","74,574","9,606","40,877","9,381","26,195","11,966","26,801","13,757","27,339","16,725","26,585","20,660","26,494","25,804","26,517","29,757","27,032","41,155","32,651","59,850","41,506","33,168","21,089","30,885","10,287","29,825","7,698","22,802","5,871","7,010","3,411",8,631,0,0,0,0,0,0
